title,url,thumbnail,cluster2nd
데이터 기반 행정으로 '똑똑한 김포시' 구현,https://www.onews.tv/news/articleView.html?idxno=126982,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5818%2F2022%2F05%2F30%2F90625.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,8
"통신 상장기업 브랜드평판 5월 빅데이터 분석결과...1위 KT, 2위 SK텔레콤, 3위 LG유플러스",http://www.wsobi.com/news/articleView.html?idxno=163526,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5493%2F2022%2F05%2F30%2F55533.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,13
"KT, 이문3구역에 'AI 청정환기 시스템' 구축…""미세먼지 99.9% 줄여""",http://www.newsis.com/view/?id=NISX20220530_0001890090&cID=13004&pID=13100,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F05%2F30%2F11217082.jpg&type=ff264_180&expire=2&refresh=true,0
AI 하드웨어·소프트웨어 대표 스타트업 손 잡았다,http://news.mk.co.kr/newsRead.php?no=475538&year=2022,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F009%2F2022%2F05%2F30%2F4970852.jpg&type=ff264_180&expire=2&refresh=true,15
'K-스마트등대공장'에 제이브이엠 등 11개 기업 선정,https://www.yna.co.kr/view/AKR20220530025000003?input=1195m,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F05%2F30%2F13214000.jpg&type=ff264_180&expire=2&refresh=true,25
"""미세먼지 막아라""…KT, 이문3구역에 AI 청정 환기 시스템 구축",https://www.news1.kr/articles/?4696408,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F05%2F30%2F6126911.jpg&type=ff264_180&expire=2&refresh=true,0
"에릭슨엘지, 韓 이음5G 잇는 ‘EP5G’ 공개…”1시간만에 뚝딱” [IT돋보기]",http://www.inews24.com/view/1485344,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F05%2F30%2F675654.jpg&type=ff264_180&expire=2&refresh=true,20
"업스테이지-퓨리오사AI, 국대급 AI 스타트업 맞손…""AI칩에 AI팩 심는다""",http://www.newsis.com/view/?id=NISX20220530_0001890072&cID=13005&pID=13100,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F05%2F30%2F11217080.jpg&type=ff264_180&expire=2&refresh=true,19
"기업銀, 상담지원 AI 서비스 선봬",http://www.etnews.com/20220530000248,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F05%2F30%2F3020329.jpg&type=ff264_180&expire=2&refresh=true,21
이문3구역 새 아파트… `KT AI`로 청정 환기,http://www.dt.co.kr/contents.html?article_no=2022053002109931029003&ref=naver,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F029%2F2022%2F05%2F30%2F2736780.jpg&type=ff264_180&expire=2&refresh=true,0
"과기부, 디지털 트윈 실증 사업 착수…풍력발전기 통합 관리 등",https://www.yna.co.kr/view/AKR20220530040800017?input=1195m,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F05%2F30%2F13213997.jpg&type=ff264_180&expire=2&refresh=true,17
"“중·장년 1인 가구 돌보는 AI”…네이버, ‘클로바 케어콜’ 정식 출시",http://www.newsis.com/view/?id=NISX20220530_0001890027&cID=10406&pID=13100,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F05%2F30%2F11217040.jpg&type=ff264_180&expire=2&refresh=true,9
"KT, 이문3구역에 AI 청정환기 시스템 구축",http://www.etnews.com/20220530000173,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F05%2F30%2F3020246.jpg&type=ff264_180&expire=2&refresh=true,0
[기고] AI 기본 이해하기,https://zdnet.co.kr/view/?no=20220530181623,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F092%2F2022%2F05%2F30%2F2258320.jpg&type=ff264_180&expire=2&refresh=true,15
"IBK기업은행, 고객센터 '상담지원 AI' 서비스 실시",https://view.asiae.co.kr/article/2022053014215246784,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F277%2F2022%2F05%2F30%2F5096399.jpg&type=ff264_180&expire=2&refresh=true,21
"IBK기업은행, 고객센터서 ‘상담지원AI’ 서비스 실시",https://www.sedaily.com/NewsView/266664CDA1,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F011%2F2022%2F05%2F30%2F4059682.jpg&type=ff264_180&expire=2&refresh=true,21
"“디지털 전환 손쉽게”…NHN클라우드, 협업툴 두레이 웨비나 개최",http://www.newsis.com/view/?id=NISX20220530_0001890128&cID=10406&pID=13100,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F05%2F30%2F11217343.jpg&type=ff264_180&expire=2&refresh=true,24
코로나 시들해지자 배달 플랫폼 이용 급감,https://www.seoul.co.kr/news/newsView.php?id=20220531019010&wlog_tag3=naver,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F081%2F2022%2F05%2F30%2F3276719.jpg&type=ff264_180&expire=2&refresh=true,9
'AI팩' 장착한 '워보이'…AI 대표 스타트업 '업스테이지-퓨리오사' 뭉쳤다,https://www.news1.kr/articles/?4696093,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F05%2F30%2F6126076.jpg&type=ff264_180&expire=2&refresh=true,19
"중기부, '한국형 스마트 등대공장' 11개사 선정…""3년간 12억원 지원""",https://www.news1.kr/articles/?4696341,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F05%2F30%2F6126999.jpg&type=ff264_180&expire=2&refresh=true,7
네이버클라우드 '워크플레이스'…업무 포털 플랫폼으로 개편,https://www.news1.kr/articles/?4696930,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F05%2F30%2F6127743.jpg&type=ff264_180&expire=2&refresh=true,23
"IBK기업은행, 고객센터에 '상담지원 AI' 서비스",http://www.newspim.com/news/view/20220530000958,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5002%2F2022%2F05%2F30%2F2101885.jpg&type=ff264_180&expire=2&refresh=true,21
올해 `디지털 트윈` 3개 실증사업 지원,http://www.dt.co.kr/contents.html?article_no=2022053102101331650001&ref=naver,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F029%2F2022%2F05%2F30%2F2736899.jpg&type=ff264_180&expire=2&refresh=true,17
"행안부, 디지털플랫폼정부 성공적 추진방안 논의",http://www.fnnews.com/news/202205301048361197,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F05%2F30%2F4844080.jpg&type=ff264_180&expire=2&refresh=true,22
"퓨리오사AI, 업스테이지와 '광학문자판독' 솔루션 개발한다",http://www.etnews.com/20220530000110,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F05%2F30%2F3020196.jpg&type=ff264_180&expire=2&refresh=true,19
"가톨릭대, 바이오메디컬소프트웨어·IT파이낸스학과 신설",https://www.news1.kr/articles/?4697345,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F05%2F30%2F6128363.jpg&type=ff264_180&expire=2&refresh=true,1
"중기부, K-스마트등대공장 11개사 선정…최대 12억 지원",https://view.asiae.co.kr/article/2022053009132867862,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F277%2F2022%2F05%2F30%2F5096333.jpg&type=ff264_180&expire=2&refresh=true,7
"KT, 이문3구역 신축 아파트에 'AI 청정환기 시스템' 구축",http://www.newspim.com/news/view/20220530000268,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5002%2F2022%2F05%2F30%2F2101232.jpg&type=ff264_180&expire=2&refresh=true,0
"KT, 이문3구역 4300세대 AI 환기 시스템 구축",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202205301644240930425,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F05%2F30%2F375561.jpg&type=ff264_180&expire=2&refresh=true,0
'디지털플랫폼정부' 머리 맞댄다…지능정보화책임관 협의회 개최,https://www.news1.kr/articles/?4696278,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F05%2F30%2F6126997.jpg&type=ff264_180&expire=2&refresh=true,22
"원티드랩, 상장 후 첫 투자는 디지털 일정 예약 솔루션에",http://www.fnnews.com/news/202205301159336140,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F05%2F30%2F4844089.jpg&type=ff264_180&expire=2&refresh=true,12
"서울시여성가족재단, '디지털 기술 분야' 경력 전환 돕는다",https://www.news1.kr/articles/?4695754,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F05%2F30%2F6125921.jpg&type=ff264_180&expire=2&refresh=true,24
"65세이상 안전 운전 돕는다... 日 혼다, 사고방지 AI 개발 나서",https://www.chosun.com/economy/int_economy/2022/05/30/O4FDDNQ6GFDSLL5MBJXJL5YZ44/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2022%2F05%2F30%2F3694516.jpg&type=ff264_180&expire=2&refresh=true,15
"베스핀글로벌, 엔터플과 데브 OS 플랫폼 개발 맞손",http://it.chosun.com/site/data/html_dir/2022/05/30/2022053001064.html,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5242%2F2022%2F05%2F30%2F162075.jpg&type=ff264_180&expire=2&refresh=true,9
"기업은행, ‘상담지원 AI 서비스’ 실시",https://www.ekn.kr/web/view.php?key=20220530010004974,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5133%2F2022%2F05%2F30%2F521353.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,21
"과기정통부, 디지털 트윈 실증 사업 나선다",https://www.asiatoday.co.kr/view.php?key=20220530010017586,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5268%2F2022%2F05%2F30%2F1648386.jpg&type=ff264_180&expire=2&refresh=true,17
"이문3구역, KT AI 청정환기 시스템 가동",http://www.econovill.com/news/articleView.html?idxno=577294,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5097%2F2022%2F05%2F30%2F290897.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,0
"IBK기업銀, '상담지원 AI' 서비스 시행",http://www.hg-times.com/news/articleView.html?idxno=241773,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5290%2F2022%2F05%2F30%2F159109.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,21
"고용부, 하반기 'K-디지털 기초역량훈련' 내일부터 공모",http://www.newsis.com/view/?id=NISX20220530_0001890194&cID=10201&pID=10200,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F05%2F30%2F11217717.jpg&type=ff264_180&expire=2&refresh=true,12
"업스테이지 'AI팩', 워보이에 들어간다…퓨리오사AI와 '맞손'",https://www.dailian.co.kr/news/view/1118392/?sc=Naver,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F119%2F2022%2F05%2F30%2F2608187.jpg&type=ff264_180&expire=2&refresh=true,19
"과기정통부, '디지털 트윈' 실증사업 착수…15개 과제 260억원 투입",http://www.inews24.com/view/1485240,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F05%2F30%2F675621.jpg&type=ff264_180&expire=2&refresh=true,17
"기업은행, '상담지원 AI' 도입... ""고객통화 실시간 분석·콘텐츠 제공""",https://www.ajunews.com/view/20220530154055443,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5090%2F2022%2F05%2F30%2F2141783.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3
"일본 혼다, ‘운전자 몸상태’ AI로 감지해 사고 예방",https://www.hani.co.kr/arti/international/japan/1044949.html,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F028%2F2022%2F05%2F30%2F2592650.jpg&type=ff264_180&expire=2&refresh=true,15
"SKT, MEC 기반 가상화 플랫폼서 지상파 송출 성공",https://sports.donga.com/article/all/20220530/113684691/4,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F382%2F2022%2F05%2F30%2F983095.jpg&type=ff264_180&expire=2&refresh=true,9
“차별화된 AI클라우드로 아마존과 경쟁하겠다”,https://www.chosun.com/economy/tech_it/2022/05/30/O7GCYLMLTVEIJMUOIPGGE2X5IY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2022%2F05%2F30%2F3694503.jpg&type=ff264_180&expire=2&refresh=true,1
"업스테이지-퓨리오사AI, AI 생태계 확장 위해 맞손",https://www.ddaily.co.kr/news/article.html?no=238790,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F138%2F2022%2F05%2F30%2F2125610.jpg&type=ff264_180&expire=2&refresh=true,19
"대졸자도, 비전공자도 AI 인재로…현장 통합 실습이 비결",https://www.nocutnews.co.kr/news/5764078,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F079%2F2022%2F05%2F30%2F3648580.jpg&type=ff264_180&expire=2&refresh=true,15
"IBK기업은행, ʻ상담지원 AIʼ 서비스 시행",http://www.thefirstmedia.net/news/articleView.html?idxno=94926,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5560%2F2022%2F05%2F30%2F51908.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,21
"경북농기원, 디지털 산약재배시스템 개발 착수",http://www.etnews.com/20220530000002,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F05%2F30%2F3020088.jpg&type=ff264_180&expire=2&refresh=true,14
"IBM, 인공위성에 하이브리드 클라우드‧AI 기술 탑재",http://www.inews24.com/view/1485214,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F05%2F30%2F675551.jpg&type=ff264_180&expire=2&refresh=true,6
"이노그리드, 스마트건설기술개발 유공 표창 ‘쾌거’",http://www.sportsworldi.com/newsView/20220530521569,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F396%2F2022%2F05%2F30%2F614618.jpg&type=ff264_180&expire=2&refresh=true,1
"IBK기업은행, 고객센터에서 상담지원 AI 서비스 선봬",http://www.babytimes.co.kr/news/articleView.html?idxno=57828,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5631%2F2022%2F05%2F30%2F30982.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,21
"중앙-지자체, 디지털플랫폼정부 추진 위한 지능정보화책임관 협의회 개최",http://www.etnews.com/20220530000161,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F05%2F30%2F3020233.jpg&type=ff264_180&expire=2&refresh=true,22
"기업은행, 고객센터서 '상담지원 AI' 서비스",http://www.smedaily.co.kr/news/articleView.html?idxno=231730,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5296%2F2022%2F05%2F30%2F82337.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,21
"기업은행, '상담지원 AI' 도입…""고객센터 상담시간 20초 단축""",http://www.psnews.co.kr/news/articleView.html?idxno=2009367,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5669%2F2022%2F05%2F30%2F43100.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3
"한국미스미, 플래티어 AI 마케팅 솔루션 '그루비' 적용",https://zdnet.co.kr/view/?no=20220530103502,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F092%2F2022%2F05%2F30%2F2258241.jpg&type=ff264_180&expire=2&refresh=true,10
"경북농기원, 디지털 마 재배 시스템 개발 착수",http://daily.hankooki.com/news/articleView.html?idxno=830025,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5358%2F2022%2F05%2F30%2F415473.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,14
"펜타시스템, 'AMX' 자율주행 운영/관제 플랫폼 진출",https://zdnet.co.kr/view/?no=20220530150844,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F092%2F2022%2F05%2F30%2F2258289.jpg&type=ff264_180&expire=2&refresh=true,25
"기업은행, 상담지원 AI 서비스 선봬",http://www.pinpointnews.co.kr/news/articleView.html?idxno=119640,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5829%2F2022%2F05%2F30%2F114771.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,21
"도매꾹, 소상공인 디지털 진출 돕는다",http://www.fnnews.com/news/202205301338406441,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F05%2F30%2F4844127.jpg&type=ff264_180&expire=2&refresh=true,12
"""AI가 운전자 인지능력 확인""…日 혼다, 2030년 상용화",http://www.etnews.com/20220530000116,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F05%2F30%2F3020201.jpg&type=ff264_180&expire=2&refresh=true,15
"IBM, 인공위성에 하이브리드 클라우드·AI 기술 적용",http://www.datanet.co.kr/news/articleView.html?idxno=173057,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5096%2F2022%2F05%2F30%2F123607.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,6
"경북도, 디지털 마(산약) 재배 시스템 개발 착수",https://www.asiatoday.co.kr/view.php?key=20220530010017163,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5268%2F2022%2F05%2F30%2F1648053.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,14
"세탁기 브랜드평판 5월 빅데이터 분석결과...1위 삼성전자 세탁기, 2위 LG전자 세탁기, 3위 위니아 세탁기",http://www.wsobi.com/news/articleView.html?idxno=163529,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5493%2F2022%2F05%2F30%2F55529.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,13
"네이버클라우드 '워크플레이스', 스마트워크 지원하는 업무 포털로 진화",http://www.datanet.co.kr/news/articleView.html?idxno=173070,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5096%2F2022%2F05%2F30%2F123619.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,23
"""코로나19 신속대응 비결은 mRNA 백신 플랫폼""",http://www.docdocdoc.co.kr/news/articleView.html?idxno=2023533,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5229%2F2022%2F05%2F30%2F84248.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,9
"기업 AI 시장 함께 공략하는 업스테이지-퓨리오사...""SW·HW 결합한 통합 솔루션 나온다""",https://www.ajunews.com/view/20220530080224900,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5090%2F2022%2F05%2F30%2F2141520.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,25
코딩 기초부터 메타버스까지…K-디지털 기초역량 훈련과정 공모,http://www.edaily.co.kr/news/newspath.asp?newsid=02391126632334168,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F018%2F2022%2F05%2F30%2F5229203.jpg&type=ff264_180&expire=2&refresh=true,12
"KT, 동대문구 이문3구역 신축 예정 아파트에 'AI 청정환기 시스템' 구축",http://www.techholic.co.kr/news/articleView.html?idxno=203845,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5404%2F2022%2F05%2F30%2F37580.jpg&type=ff264_180&expire=2&refresh=true,0
"[Daily Pick 금융] BC카드, KDB생명, DB손보, 핀다 外",https://www.ngetnews.com/news/articleView.html?idxno=408351,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5824%2F2022%2F05%2F30%2F12496.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,1
"엔듀로샛 위성, IBM 클라우드와 AI 기술 탑재",http://www.nextdaily.co.kr/news/articleView.html?idxno=206466,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5141%2F2022%2F05%2F30%2F135804.jpg&type=ff264_180&expire=2&refresh=true,6
"베스핀글로벌·엔터플, '데브 OS' 플랫폼 공동 개발·사업 맞손",http://www.datanet.co.kr/news/articleView.html?idxno=173049,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5096%2F2022%2F05%2F30%2F123599.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,9
"중앙-지자체, 디지털플랫폼정부 성공적 추진방안 논의",http://www.newspim.com/news/view/20220530000596,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5002%2F2022%2F05%2F30%2F2101581.jpg&type=ff264_180&expire=2&refresh=true,22
"네이버, 초거대 AI 적용 돌봄 서비스 '클로바 케어콜' 정식 출시",http://www.aitimes.com/news/articleView.html?idxno=144895,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5746%2F2022%2F05%2F30%2F84739.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,9
"퓨리오사AI, 업스테이지와 OCR 분야 통합솔루션 개발·영업 협력 MOU",http://www.itdaily.kr/news/articleView.html?idxno=208325,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5046%2F2022%2F05%2F30%2F91672.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,19
